customer_id,nama_pemilik,no_telepon,alamat,kecamatan,kota,kode_pos,car_id,nopol,model,varian,tahun,bahan_bakar,penggerak,transmisi,jenis_oli,interval_oli_km,segmen_pemakaian_asli,km_per_bulan
CUST0222,Gunawan Saragih,085143235551,"Komp. Cemara Asri Blok D16, Jl. Halat",Medan Petisah,Medan,20111,CAR0222,BK 5411 PZ,Avanza,1.5 Veloz,2023,Bensin,FWD,MT,Full-Sintetik,9500,Heavy Daily,2432.6
CUST0223,Taufik Wijaya,085266402020,Jl. Gajah Mada No. 223,Medan Selayang,Medan,20131,CAR0223,BK 3909 RH,Fortuner,2.4 VRZ 4x2,2020,Diesel,RWD,AT,Full-Sintetik,6000,Heavy Daily,3444.4
CUST0224,Sari Silalahi,081335432778,"Komp. Citra Garden Blok D6, Jl. Pancing",Medan Perjuangan,Medan,20233,CAR0224,BK 1067 WW,Agya,1.2 G,2022,Bensin,FWD,MT,Mineral,4500,Light Commuter,1025.1
CUST0225,Rosma Wijaya,085142188087,"Komp. Royal Sumatra Blok C8, Jl. HM Yamin",Medan Petisah,Medan,20111,CAR0225,BK 7903 EN,Calya,1.2 G,2019,Bensin,FWD,AT,Mineral,4500,Light Commuter,970.3
CUST0226,Indra Marpaung,082323411629,"Komp. Royal Sumatra Blok F17, Jl. Cemara",Medan Selayang,Medan,20131,CAR0226,BK 4581 KF,Avanza,1.5 G,2024,Bensin,FWD,AT,Semi-Sintetik,7000,Light Commuter,546.2
CUST0227,Reza Gunawan,085283843491,"Perumahan J City Blok B6, Jl. Krakatau",Medan Petisah,Medan,20111,CAR0227,BK 9821 VF,Innova Zenix,2.0 HV,2022,Hybrid,FWD,CVT,Full-Sintetik,10000,Light Commuter,1070.9
CUST0228,Dimas Batubara,085125723824,"Komp. Tasbih Blok A1, Jl. Ringroad",Medan Area,Medan,20214,CAR0228,BK 1506 NT,Avanza,1.3 E,2021,Bensin,RWD,MT,Semi-Sintetik,7000,Weekend Warrior,831.6
CUST0229,Frans Sitorus,085378671531,Jl. Pemuda No. 124,Medan Sunggal,Medan,20128,CAR0229,BK 3718 KD,Avanza,1.5 G,2021,Bensin,FWD,AT,Semi-Sintetik,7000,Light Commuter,710.8
CUST0230,Rina Suryadi,089652436521,"Komp. Royal Sumatra Blok G15, Jl. Glugur",Medan Tuntungan,Medan,20135,CAR0230,BK 3170 MJ,Calya,1.2 G,2019,Bensin,FWD,MT,Mineral,4500,Light Commuter,1182.5
CUST0231,Maruli Siregar,081152945217,"Komp. Royal Sumatra Blok D17, Jl. SM Raja",Medan Tuntungan,Medan,20135,CAR0231,BK 6521 FK,Raize,1.0 Turbo,2018,Bensin,FWD,CVT,Full-Sintetik,9500,Weekend Warrior,1532.0
CUST0232,Frans Salim,081374153026,"Komp. Tasbih Blok F23, Jl. Sutomo",Medan Labuhan,Medan,20252,CAR0232,BK 4728 PK,Innova Reborn,2.4 V Diesel,2020,Diesel,RWD,AT,Full-Sintetik,6000,Light Commuter,963.6
CUST0233,Dedi Salim,081338282153,"Komp. Royal Sumatra Blok F18, Jl. Halat",Medan Sunggal,Medan,20128,CAR0233,BK 9879 KU,Veloz,1.5 Q CVT,2020,Bensin,FWD,CVT,Full-Sintetik,9500,Heavy Daily,2500.5
CUST0234,Gunawan Saragih,082229382528,"Perumahan J City Blok A19, Jl. Brigjen Katamso",Medan Deli,Medan,20241,CAR0234,BK 5057 JC,Innova Reborn,2.4 V Diesel,2025,Diesel,RWD,AT,Full-Sintetik,6000,Light Commuter,788.4
CUST0235,Siti Manurung,082327277658,"Komp. Tasbih Blok G8, Jl. Gajah Mada",Medan Deli,Medan,20241,CAR0235,BK 8755 FN,Calya,1.2 G,2025,Bensin,FWD,AT,Mineral,4500,Weekend Warrior,1734.6
CUST0236,Erlina Pulungan,085147813117,Jl. Pancing No. 86,Medan Labuhan,Medan,20252,CAR0236,BK 8726 DV,Calya,1.2 G,2018,Bensin,FWD,MT,Mineral,4500,Weekend Warrior,1610.3
CUST0237,Hermanto Pasaribu,082332777979,Jl. Jamin Ginting No. 193,Medan Amplas,Medan,20148,CAR0237,BK 7779 HY,Avanza,1.5 G,2018,Bensin,FWD,AT,Semi-Sintetik,7000,Heavy Daily,2293.6
CUST0238,Ferry Hartono,082170881038,Jl. Karya Wisata No. 91,Medan Labuhan,Medan,20252,CAR0238,BK 4663 MT,Calya,1.2 G,2025,Bensin,FWD,MT,Mineral,4500,Heavy Daily,2545.2
CUST0239,Robby Tarigan,085182887907,"Komp. Cemara Asri Blok C22, Jl. AH Nasution",Medan Maimun,Medan,20151,CAR0239,BK 1376 RL,Agya,1.2 G,2022,Bensin,FWD,AT,Mineral,4500,Heavy Daily,1709.1
CUST0240,Taufik Purba,085249175314,Jl. Sekip No. 132,Medan Sunggal,Medan,20128,CAR0240,BK 2576 SF,Corolla Cross,1.8 HV,2025,Hybrid,FWD,CVT,Full-Sintetik,10000,Light Commuter,547.1
CUST0241,Maya Wibowo,082346293187,Jl. Iskandar Muda No. 62,Medan Labuhan,Medan,20252,CAR0241,BK 4065 WT,Avanza,1.3 E,2024,Bensin,RWD,MT,Semi-Sintetik,7000,Light Commuter,1120.9
CUST0242,Maruli Wibowo,085321782804,"Komp. Tasbih Blok D7, Jl. Brigjen Katamso",Medan Barat,Medan,20231,CAR0242,BK 8513 BX,Hilux,2.4 D-Cab 4x4,2022,Diesel,4x4,MT,Full-Sintetik,6000,Light Commuter,300.0
CUST0243,Reza Salim,085382236726,"Perumahan J City Blok A8, Jl. Jamin Ginting",Medan Barat,Medan,20231,CAR0243,BK 9839 LR,Avanza,1.5 Veloz,2017,Bensin,FWD,MT,Full-Sintetik,9500,Heavy Daily,3451.2
CUST0244,Surya Rahman,085293683021,"Komp. Royal Sumatra Blok C8, Jl. Sekip",Medan Kota,Medan,20212,CAR0244,BK 5096 BG,Avanza,1.5 Veloz,2018,Bensin,FWD,MT,Full-Sintetik,9500,Heavy Daily,1709.2
CUST0245,Yuni Silalahi,081328984534,Jl. Jamin Ginting No. 212,Medan Petisah,Medan,20111,CAR0245,BK 3772 TM,Avanza,1.5 G,2022,Bensin,FWD,AT,Semi-Sintetik,7000,Light Commuter,1243.1
CUST0246,Edy Rangkuti,083858723751,"Komp. Cemara Asri Blok F18, Jl. Jamin Ginting",Medan Polonia,Medan,20157,CAR0246,BK 7370 WY,Innova Reborn,2.4 V Diesel,2019,Diesel,RWD,AT,Full-Sintetik,6000,Heavy Daily,2788.9
CUST0247,Agus Salim,081375549776,"Komp. Royal Sumatra Blok B16, Jl. Sisingamangaraja",Medan Labuhan,Medan,20252,CAR0247,BK 5537 ZN,Avanza,1.5 G,2016,Bensin,FWD,MT,Semi-Sintetik,7000,Light Commuter,802.5
CUST0248,Ratna Wijaya,085165873590,"Komp. Royal Sumatra Blok B9, Jl. Setia Budi",Medan Johor,Medan,20144,CAR0248,BK 2119 WH,Avanza,1.3 E,2019,Bensin,RWD,MT,Semi-Sintetik,7000,Heavy Daily,2522.8
CUST0249,Edy Situmorang,083880819648,Jl. HM Yamin No. 62,Medan Tuntungan,Medan,20135,CAR0249,BK 7133 UC,Agya,1.2 G,2016,Bensin,FWD,MT,Mineral,4500,Heavy Daily,2413.1
CUST0250,Togar Nugroho,082140328156,"Komp. Royal Sumatra Blok F24, Jl. Denai",Medan Deli,Medan,20241,CAR0250,BK 4100 UU,Corolla Cross,1.8 HV,2018,Hybrid,FWD,CVT,Full-Sintetik,10000,Light Commuter,1003.9
CUST0251,Taufik Maulana,082267436932,"Komp. Royal Sumatra Blok B3, Jl. Iskandar Muda",Medan Amplas,Medan,20148,CAR0251,BK 4335 DR,Avanza,1.5 G,2018,Bensin,FWD,MT,Semi-Sintetik,7000,Light Commuter,844.8
CUST0252,Rendi Tanaka,082256488089,Jl. Adam Malik No. 152,Medan Labuhan,Medan,20252,CAR0252,BK 5060 WF,Avanza,1.3 E,2016,Bensin,RWD,AT,Semi-Sintetik,7000,Light Commuter,1407.6
CUST0253,Yuni Halim,082179302867,"Komp. Citra Garden Blok C20, Jl. Gajah Mada",Medan Deli,Medan,20241,CAR0253,BK 4375 RA,Veloz,1.5 Q CVT,2018,Bensin,FWD,CVT,Full-Sintetik,9500,Light Commuter,836.8
CUST0254,Boy Batubara,082338816071,Jl. SM Raja No. 119,Medan Baru,Medan,20153,CAR0254,BK 4911 CK,Avanza,1.3 E,2024,Bensin,RWD,MT,Semi-Sintetik,7000,Heavy Daily,3325.4
CUST0255,Tiur Siregar,083845674746,Jl. Glugur No. 13,Medan Tembung,Medan,20222,CAR0255,BK 3122 ZV,Avanza,1.3 E,2020,Bensin,RWD,MT,Semi-Sintetik,7000,Light Commuter,835.0
CUST0256,Putri Sitorus,085176128970,"Perumahan J City Blok D12, Jl. Gajah Mada",Medan Tuntungan,Medan,20135,CAR0256,BK 6641 TE,Veloz,1.5 Q CVT,2021,Bensin,FWD,CVT,Full-Sintetik,9500,Heavy Daily,3687.9
CUST0257,Wahyu Siregar,082296254982,Jl. Setia Budi No. 159,Medan Tembung,Medan,20222,CAR0257,BK 1985 HX,Agya,1.2 G,2025,Bensin,FWD,MT,Mineral,4500,Light Commuter,544.3
CUST0258,Togar Lubis,085215506763,"Komp. Citra Garden Blok G25, Jl. Brigjen Katamso",Medan Marelan,Medan,20255,CAR0258,BK 5949 CT,Raize,1.0 Turbo,2018,Bensin,FWD,CVT,Full-Sintetik,9500,Light Commuter,1243.3
CUST0259,Hendra Lubis,082197502526,Jl. Marelan Raya No. 230,Medan Marelan,Medan,20255,CAR0259,BK 7764 PX,Avanza,1.5 G,2024,Bensin,FWD,MT,Semi-Sintetik,7000,Weekend Warrior,953.2
CUST0260,Indra Lubis,081226862080,"Komp. Citra Garden Blok G3, Jl. Iskandar Muda",Medan Baru,Medan,20153,CAR0260,BK 6856 HP,Rush,1.5 S TRD,2025,Bensin,RWD,AT,Semi-Sintetik,7000,Light Commuter,1017.2
CUST0261,Putri Purba,081279681335,Jl. Adam Malik No. 220,Medan Timur,Medan,20231,CAR0261,BK 3950 XX,Veloz,1.5 Q CVT,2023,Bensin,FWD,CVT,Full-Sintetik,9500,Light Commuter,928.2
CUST0262,Indah Pasaribu,085273404114,"Komp. Tasbih Blok B13, Jl. Cemara",Medan Tuntungan,Medan,20135,CAR0262,BK 8426 WW,Yaris Cross,1.5 HV,2021,Hybrid,FWD,CVT,Full-Sintetik,10000,Weekend Warrior,1466.7
CUST0263,Togar Sitorus,085185777201,"Komp. Citra Garden Blok E25, Jl. Denai",Medan Perjuangan,Medan,20233,CAR0263,BK 6101 TU,Agya,1.2 G,2023,Bensin,FWD,MT,Mineral,4500,Heavy Daily,2325.5
CUST0264,Rizky Nugroho,082150717199,Jl. Bromo No. 28,Medan Barat,Medan,20231,CAR0264,BK 8047 CE,Veloz,1.5 Q CVT,2025,Bensin,FWD,CVT,Full-Sintetik,9500,Light Commuter,673.7
CUST0265,Reza Susanto,082265965006,Jl. AH Nasution No. 156,Medan Deli,Medan,20241,CAR0265,BK 5034 NW,Calya,1.2 G,2023,Bensin,FWD,AT,Mineral,4500,Light Commuter,1081.6
CUST0266,Rina Susanto,082364831666,Jl. Dr. Mansyur No. 13,Medan Area,Medan,20214,CAR0266,BK 3854 GW,Agya,1.2 G,2022,Bensin,FWD,MT,Mineral,4500,Weekend Warrior,2057.4
CUST0267,Indra Pasaribu,083876857937,"Perumahan J City Blok D16, Jl. Sekip",Medan Kota,Medan,20212,CAR0267,BK 2474 AJ,Innova Reborn,2.4 V Diesel,2016,Diesel,RWD,AT,Full-Sintetik,6000,Light Commuter,1649.1
CUST0268,Togar Harahap,081174929350,Jl. SM Raja No. 239,Medan Johor,Medan,20144,CAR0268,BK 3257 ZH,Avanza,1.5 Veloz,2022,Bensin,FWD,AT,Full-Sintetik,9500,Light Commuter,927.5
CUST0269,Rina Santoso,085256407016,"Komp. Royal Sumatra Blok C15, Jl. SM Raja",Medan Amplas,Medan,20148,CAR0269,BK 9260 AK,Veloz,1.5 Q CVT,2016,Bensin,FWD,CVT,Full-Sintetik,9500,Light Commuter,1253.2
CUST0270,Dimas Rahman,085263002627,"Komp. Royal Sumatra Blok A18, Jl. Gajah Mada",Medan Kota,Medan,20212,CAR0270,BK 4116 DN,Calya,1.2 G,2019,Bensin,FWD,MT,Mineral,4500,Weekend Warrior,1308.7
CUST0271,Nurul Hutabarat,082312892939,Jl. Menteng No. 39,Medan Polonia,Medan,20157,CAR0271,BK 6255 UG,Rush,1.5 S TRD,2017,Bensin,RWD,AT,Semi-Sintetik,7000,Light Commuter,649.9
CUST0272,Erlina Simanjuntak,082245576773,"Komp. Citra Garden Blok F5, Jl. Adam Malik",Medan Petisah,Medan,20111,CAR0272,BK 3985 ST,Veloz,1.5 Q CVT,2023,Bensin,FWD,CVT,Full-Sintetik,9500,Heavy Daily,2437.8
CUST0273,Gunawan Rahman,081378045428,Jl. Pemuda No. 249,Medan Marelan,Medan,20255,CAR0273,BK 8817 TP,Avanza,1.5 Veloz,2022,Bensin,FWD,AT,Full-Sintetik,9500,Light Commuter,1050.4
CUST0274,Roni Manurung,082167486241,Jl. Menteng No. 3,Medan Labuhan,Medan,20252,CAR0274,BK 6994 UE,Innova Reborn,2.4 V Diesel,2017,Diesel,RWD,AT,Full-Sintetik,6000,Heavy Daily,2932.3
CUST0275,Putri Rangkuti,085293953901,"Perumahan J City Blok E25, Jl. Pemuda",Medan Petisah,Medan,20111,CAR0275,BK 3660 YR,Calya,1.2 G,2023,Bensin,FWD,AT,Mineral,4500,Heavy Daily,2375.1
CUST0276,Wati Ginting,089692729154,Jl. HM Yamin No. 240,Medan Barat,Medan,20231,CAR0276,BK 1280 BW,Innova Zenix,2.0 HV,2021,Hybrid,FWD,CVT,Full-Sintetik,10000,Heavy Daily,2258.2
CUST0277,Rizky Purba,081355496180,Jl. Adam Malik No. 102,Medan Helvetia,Medan,20124,CAR0277,BK 4499 VB,Yaris Cross,1.5 HV,2017,Hybrid,FWD,CVT,Full-Sintetik,10000,Light Commuter,1163.7
CUST0278,Togar Tarigan,081348702698,Jl. Sekip No. 246,Medan Area,Medan,20214,CAR0278,BK 6325 PB,Camry,2.5 HV,2024,Hybrid,FWD,CVT,Full-Sintetik,10000,Light Commuter,681.0
CUST0279,Santi Tarigan,081311909783,"Komp. Citra Garden Blok B20, Jl. Setia Budi",Medan Perjuangan,Medan,20233,CAR0279,BK 6276 WE,Innova Reborn,2.4 V Diesel,2022,Diesel,RWD,AT,Full-Sintetik,6000,Light Commuter,586.1
CUST0280,Fahmi Batubara,081182451195,"Komp. Cemara Asri Blok B16, Jl. Sekip",Medan Sunggal,Medan,20128,CAR0280,BK 8011 SB,Avanza,1.5 G,2018,Bensin,FWD,MT,Semi-Sintetik,7000,Light Commuter,1125.8
CUST0281,Taufik Nasution,085282236640,Jl. Setia Budi No. 3,Medan Johor,Medan,20144,CAR0281,BK 8431 ZA,Hilux,2.4 D-Cab 4x4,2020,Diesel,4x4,MT,Full-Sintetik,6000,Heavy Daily,3144.4
CUST0282,Dedi Maulana,081171342350,Jl. Brigjen Katamso No. 202,Medan Helvetia,Medan,20124,CAR0282,BK 7189 CA,Avanza,1.5 Veloz,2020,Bensin,FWD,MT,Full-Sintetik,9500,Light Commuter,734.7
CUST0283,Gunawan Saputra,083854466035,"Komp. Citra Garden Blok F11, Jl. Bromo",Medan Selayang,Medan,20131,CAR0283,BK 5974 KT,Veloz,1.5 Q CVT,2017,Bensin,FWD,CVT,Full-Sintetik,9500,Light Commuter,518.5
CUST0284,Roni Sembiring,082342311165,"Komp. Citra Garden Blok E8, Jl. Dr. Mansyur",Medan Sunggal,Medan,20128,CAR0284,BK 1986 US,Avanza,1.5 G,2024,Bensin,FWD,MT,Semi-Sintetik,7000,Weekend Warrior,1193.8
CUST0285,Lestari Setiawan,081219258781,"Komp. Royal Sumatra Blok E8, Jl. Kapten Muslim",Medan Maimun,Medan,20151,CAR0285,BK 2145 ZL,Rush,1.5 S TRD,2019,Bensin,RWD,AT,Semi-Sintetik,7000,Light Commuter,1506.9
CUST0286,Andi Hutapea,085217482589,"Komp. Tasbih Blok G13, Jl. HM Yamin",Medan Petisah,Medan,20111,CAR0286,BK 1253 AY,Rush,1.5 S TRD,2017,Bensin,RWD,AT,Semi-Sintetik,7000,Heavy Daily,2938.4
CUST0287,Hadi Effendi,082293235664,Jl. SM Raja No. 4,Medan Perjuangan,Medan,20233,CAR0287,BK 2320 PA,Innova Zenix,2.0 HV,2025,Hybrid,FWD,CVT,Full-Sintetik,10000,Weekend Warrior,2221.6
CUST0288,Togar Effendi,083830939735,"Komp. Tasbih Blok A2, Jl. William Iskandar",Medan Marelan,Medan,20255,CAR0288,BK 3395 CM,Rush,1.5 S TRD,2019,Bensin,RWD,AT,Semi-Sintetik,7000,Heavy Daily,2079.8
CUST0289,Fitri Wibowo,082361465515,"Komp. Tasbih Blok E3, Jl. Marelan Raya",Medan Selayang,Medan,20131,CAR0289,BK 8306 DV,Avanza,1.5 G,2024,Bensin,FWD,MT,Semi-Sintetik,7000,Light Commuter,1232.5
CUST0290,Wati Suryadi,085375035587,Jl. Krakatau No. 232,Medan Labuhan,Medan,20252,CAR0290,BK 7620 NS,Avanza,1.5 Veloz,2020,Bensin,FWD,MT,Full-Sintetik,9500,Weekend Warrior,1508.7
CUST0291,Hermanto Wijaya,085229757553,"Komp. Royal Sumatra Blok D22, Jl. Jamin Ginting",Medan Baru,Medan,20153,CAR0291,BK 9614 YR,Innova Reborn,2.4 V Diesel,2020,Diesel,RWD,AT,Full-Sintetik,6000,Light Commuter,996.9
CUST0292,Reza Wirawan,085227988664,Jl. Ringroad No. 147,Medan Sunggal,Medan,20128,CAR0292,BK 7167 RC,Avanza,1.5 G,2021,Bensin,FWD,AT,Semi-Sintetik,7000,Light Commuter,1098.9
CUST0293,Hendra Maulana,081372356795,Jl. William Iskandar No. 38,Medan Denai,Medan,20227,CAR0293,BK 5169 DY,Avanza,1.3 E,2017,Bensin,RWD,AT,Semi-Sintetik,7000,Weekend Warrior,700.0
CUST0294,Rizky Pratama,081247355277,Jl. Halat No. 35,Medan Barat,Medan,20231,CAR0294,BK 2869 XS,Avanza,1.3 E,2021,Bensin,RWD,AT,Semi-Sintetik,7000,Weekend Warrior,1488.1
CUST0295,Putri Tarigan,082285831317,"Komp. Royal Sumatra Blok B19, Jl. HM Yamin",Medan Maimun,Medan,20151,CAR0295,BK 9988 UA,Rush,1.5 S TRD,2022,Bensin,RWD,AT,Semi-Sintetik,7000,Heavy Daily,2697.1
CUST0296,Dedi Wirawan,085335452274,"Perumahan J City Blok E4, Jl. AH Nasution",Medan Kota,Medan,20212,CAR0296,BK 9212 UX,Veloz,1.5 Q CVT,2018,Bensin,FWD,CVT,Full-Sintetik,9500,Weekend Warrior,1299.3
CUST0297,Roni Pasaribu,082347285874,Jl. Ringroad No. 70,Medan Area,Medan,20214,CAR0297,BK 6968 XF,Innova Reborn,2.4 V Diesel,2025,Diesel,RWD,AT,Full-Sintetik,6000,Light Commuter,762.5
CUST0298,Budi Pratama,082378361977,"Komp. Royal Sumatra Blok B10, Jl. Gatot Subroto",Medan Denai,Medan,20227,CAR0298,BK 3048 AN,Avanza,1.5 G,2019,Bensin,FWD,MT,Semi-Sintetik,7000,Weekend Warrior,1250.4
CUST0299,Siti Situmorang,083857732847,Jl. AH Nasution No. 6,Medan Sunggal,Medan,20128,CAR0299,BK 8873 NJ,Avanza,1.3 E,2018,Bensin,RWD,MT,Semi-Sintetik,7000,Heavy Daily,2510.0
CUST0300,Hadi Hutabarat,081318748044,Jl. Denai No. 81,Medan Kota,Medan,20212,CAR0300,BK 1910 SN,Innova Reborn,2.0 G Bensin,2020,Bensin,RWD,AT,Semi-Sintetik,7000,Heavy Daily,2927.6
CUST0301,Erlina Pratama,085180875514,Jl. Ringroad No. 232,Medan Labuhan,Medan,20252,CAR0301,BK 5344 EL,Avanza,1.3 E,2022,Bensin,RWD,MT,Semi-Sintetik,7000,Weekend Warrior,2141.8
CUST0302,Hermanto Dalimunthe,081158242320,Jl. Krakatau No. 23,Medan Labuhan,Medan,20252,CAR0302,BK 7061 BG,Avanza,1.5 G,2017,Bensin,FWD,MT,Semi-Sintetik,7000,Light Commuter,1055.2
CUST0303,Hendra Marpaung,085339141028,"Komp. Royal Sumatra Blok C14, Jl. AH Nasution",Medan Kota,Medan,20212,CAR0303,BK 7567 HL,Avanza,1.5 G,2024,Bensin,FWD,AT,Semi-Sintetik,7000,Weekend Warrior,1375.2
CUST0304,Rina Pulungan,082180975536,"Komp. Cemara Asri Blok C1, Jl. Iskandar Muda",Medan Deli,Medan,20241,CAR0304,BK 5079 GF,Innova Zenix,2.0 HV,2024,Hybrid,FWD,CVT,Full-Sintetik,10000,Heavy Daily,1748.8
CUST0305,Santi Sitorus,083855407533,Jl. AH Nasution No. 112,Medan Polonia,Medan,20157,CAR0305,BK 1132 PL,Yaris Cross,1.5 HV,2022,Hybrid,FWD,CVT,Full-Sintetik,10000,Heavy Daily,2379.0
CUST0306,Bayu Hartono,085239625775,Jl. Menteng No. 57,Medan Maimun,Medan,20151,CAR0306,BK 7903 SD,Yaris Cross,1.5 HV,2021,Hybrid,FWD,CVT,Full-Sintetik,10000,Heavy Daily,2544.8
CUST0307,Wahyu Situmorang,081128017428,Jl. Cemara No. 46,Medan Johor,Medan,20144,CAR0307,BK 6958 GX,Avanza,1.5 Veloz,2020,Bensin,FWD,MT,Full-Sintetik,9500,Light Commuter,1078.9
CUST0308,Rendi Situmorang,082237307450,"Komp. Royal Sumatra Blok C3, Jl. Cemara",Medan Perjuangan,Medan,20233,CAR0308,BK 9364 FJ,Vios,1.5 G,2018,Bensin,FWD,CVT,Full-Sintetik,9500,Light Commuter,523.1
CUST0309,Andi Saputra,085240837670,"Komp. Cemara Asri Blok D4, Jl. Karya Wisata",Medan Labuhan,Medan,20252,CAR0309,BK 8823 DT,Hilux,2.4 D-Cab 4x4,2022,Diesel,4x4,AT,Full-Sintetik,6000,Light Commuter,881.0
CUST0310,Agus Pratama,085191579431,"Perumahan J City Blok E13, Jl. Jamin Ginting",Medan Selayang,Medan,20131,CAR0310,BK 8763 WH,Avanza,1.3 E,2017,Bensin,RWD,MT,Semi-Sintetik,7000,Heavy Daily,2668.2
CUST0311,Dimas Maulana,085324652005,Jl. HM Yamin No. 133,Medan Tuntungan,Medan,20135,CAR0311,BK 7768 LT,Vios,1.5 G,2023,Bensin,FWD,CVT,Full-Sintetik,9500,Weekend Warrior,1564.4
CUST0312,Dedi Santoso,089664453380,"Perumahan J City Blok A23, Jl. Sisingamangaraja",Medan Petisah,Medan,20111,CAR0312,BK 9554 EP,Innova Reborn,2.4 V Diesel,2020,Diesel,RWD,AT,Full-Sintetik,6000,Heavy Daily,3042.0
CUST0313,Reza Tanjung,082227369211,"Komp. Citra Garden Blok G10, Jl. Dr. Mansyur",Medan Timur,Medan,20231,CAR0313,BK 3488 PP,Calya,1.2 G,2022,Bensin,FWD,AT,Mineral,4500,Light Commuter,634.2
CUST0314,Indra Sitorus,082136237809,Jl. Menteng No. 88,Medan Deli,Medan,20241,CAR0314,BK 2621 PM,Fortuner,2.8 GR 4x4,2016,Diesel,4x4,AT,Full-Sintetik,6000,Light Commuter,992.9
CUST0315,Frans Pohan,081279641611,Jl. Halat No. 211,Medan Denai,Medan,20227,CAR0315,BK 5793 NK,Fortuner,2.8 GR 4x4,2020,Diesel,4x4,AT,Full-Sintetik,6000,Weekend Warrior,1607.7
CUST0316,Juliana Hutabarat,085178783775,"Komp. Cemara Asri Blok A27, Jl. Bromo",Medan Labuhan,Medan,20252,CAR0316,BK 6441 BL,Rush,1.5 S TRD,2021,Bensin,RWD,AT,Semi-Sintetik,7000,Heavy Daily,3102.4
CUST0317,Fahmi Setiawan,081313077018,Jl. Halat No. 200,Medan Marelan,Medan,20255,CAR0317,BK 4963 BW,Calya,1.2 G,2023,Bensin,FWD,MT,Mineral,4500,Light Commuter,1377.2
CUST0318,Siti Halim,081377663483,Jl. Dr. Mansyur No. 213,Medan Kota,Medan,20212,CAR0318,BK 6774 DR,Rush,1.5 S TRD,2021,Bensin,RWD,AT,Semi-Sintetik,7000,Light Commuter,848.1
CUST0319,Hermanto Situmorang,083848251434,Jl. Brigjen Katamso No. 68,Medan Perjuangan,Medan,20233,CAR0319,BK 1530 RG,Innova Reborn,2.4 V Diesel,2016,Diesel,RWD,AT,Full-Sintetik,6000,Heavy Daily,3134.0
CUST0320,Robby Hutabarat,085314674759,"Komp. Royal Sumatra Blok D2, Jl. Ringroad",Medan Maimun,Medan,20151,CAR0320,BK 2018 KS,Rush,1.5 S TRD,2024,Bensin,RWD,AT,Semi-Sintetik,7000,Light Commuter,918.5
CUST0321,Iwan Pasaribu,085384149684,"Perumahan J City Blok A23, Jl. Marelan Raya",Medan Denai,Medan,20227,CAR0321,BK 2120 VR,Avanza,1.3 E,2017,Bensin,RWD,MT,Semi-Sintetik,7000,Heavy Daily,2707.4
CUST0322,Erlina Wijaya,081393385737,Jl. AH Nasution No. 57,Medan Marelan,Medan,20255,CAR0322,BK 2644 ZX,Avanza,1.3 E,2023,Bensin,RWD,MT,Semi-Sintetik,7000,Light Commuter,1256.4
CUST0323,Surya Saputra,089620364178,Jl. Adam Malik No. 180,Medan Barat,Medan,20231,CAR0323,BK 2826 TX,Veloz,1.5 Q CVT,2025,Bensin,FWD,CVT,Full-Sintetik,9500,Light Commuter,1112.2
CUST0324,Dewi Santoso,081255795609,"Perumahan J City Blok E11, Jl. Ringroad",Medan Polonia,Medan,20157,CAR0324,BK 1138 GN,Innova Reborn,2.4 V Diesel,2021,Diesel,RWD,AT,Full-Sintetik,6000,Light Commuter,890.6
CUST0325,Agus Daulay,082126733345,"Komp. Citra Garden Blok C21, Jl. Setia Budi",Medan Denai,Medan,20227,CAR0325,BK 9026 JS,Yaris,1.5 S,2021,Bensin,FWD,CVT,Full-Sintetik,9500,Light Commuter,611.4
CUST0326,Bayu Hutabarat,089678755097,"Komp. Citra Garden Blok D23, Jl. Glugur",Medan Deli,Medan,20241,CAR0326,BK 5941 FM,Fortuner,2.4 VRZ 4x2,2022,Diesel,RWD,AT,Full-Sintetik,6000,Light Commuter,992.7
CUST0327,Joko Dalimunthe,082395264098,"Komp. Citra Garden Blok E14, Jl. Krakatau",Medan Selayang,Medan,20131,CAR0327,BK 8554 WN,Agya,1.2 G,2019,Bensin,FWD,MT,Mineral,4500,Heavy Daily,2902.5
CUST0328,Yuni Rangkuti,082152987346,Jl. Sisingamangaraja No. 148,Medan Kota,Medan,20212,CAR0328,BK 7823 BR,Rush,1.5 S TRD,2019,Bensin,RWD,AT,Semi-Sintetik,7000,Light Commuter,856.8
CUST0329,Joko Setiawan,085218468191,Jl. Glugur No. 187,Medan Area,Medan,20214,CAR0329,BK 5809 NW,Agya,1.2 G,2017,Bensin,FWD,MT,Mineral,4500,Light Commuter,1306.2
CUST0330,Robby Dalimunthe,085288235834,"Komp. Royal Sumatra Blok A14, Jl. Pancing",Medan Tembung,Medan,20222,CAR0330,BK 1483 HV,Fortuner,2.8 GR 4x4,2021,Diesel,4x4,AT,Full-Sintetik,6000,Weekend Warrior,2036.4
CUST0331,Dedi Simanjuntak,082333563764,Jl. Krakatau No. 97,Medan Petisah,Medan,20111,CAR0331,BK 4730 VX,Innova Reborn,2.4 V Diesel,2016,Diesel,RWD,AT,Full-Sintetik,6000,Heavy Daily,1761.7
CUST0332,Wati Siregar,085236086287,"Perumahan J City Blok D4, Jl. Menteng",Medan Deli,Medan,20241,CAR0332,BK 3883 ZZ,Calya,1.2 G,2024,Bensin,FWD,AT,Mineral,4500,Heavy Daily,3315.9
